"","study_id","TREATMENT"
"4126","10.1371/journal.pone.0153378"," soil fixation"
"4127","10.1371/journal.pone.0153378"," am fungus"
"4128","10.1371/journal.pone.0153378"," tensile strength"
"4129","10.1371/journal.pone.0153378"," inoculation"
"4130","10.1371/journal.pone.0153378"," am fungi"
"4131","10.1093/aobpla/plw018","dgge"
"4132","10.1093/aobpla/plw018"," amf"
"4133","10.1093/aobpla/plw018"," conditioning"
"4134","10.1093/aobpla/plw018"," amf inoculum"
"4135","10.1093/aobpla/plw018"," often conditioning"
"4136","10.1093/aobpla/plw018"," inoculum"
"4137","10.1007/s11356-016-6337-6","combined"
"4138","10.1007/s11356-016-6337-6"," amf"
"4139","10.1007/s11356-016-6337-6"," without inoculation"
"4140","10.1007/s11356-016-6337-6"," soil treatments"
"4141","10.1007/s11356-016-6337-6"," ha"
"4142","10.1007/s11356-016-6337-6"," amf acids"
"4143","10.1007/s11356-016-6337-6"," humic acid"
"4144","10.1007/s11356-016-6337-6"," infective"
"4145","10.1371/journal.pone.0150181","mpn"
"4146","10.1371/journal.pone.0150181"," phytotechnologies"
"4147","10.1038/srep21805","asa"
"4148","10.1038/srep21805"," inoculated plants"
"4149","10.1038/srep21805"," inoculated"
"4150","10.1038/srep21805"," cd treatments"
"4151","10.1038/srep21805"," cd"
"4152","10.1038/srep21805"," uninoculated plants"
"4153","10.1038/srep21805"," apx"
"4154","10.1038/srep21805"," ri"
"4155","10.1038/srep21805"," gr"
"4156","10.1007/s00572-016-0687-2","erm"
"4157","10.1007/s00572-016-0687-2"," am fungi"
"4158","10.1007/s00572-016-0687-2"," amf"
"4159","10.1007/s00572-016-0687-2"," as"
"4160","10.1007/s00572-016-0687-2"," colonized"
"4161","10.1007/s00572-016-0687-2"," three"
"4162","10.1007/s00572-016-0687-2"," inoculum"
"4163","10.1007/s00572-016-0687-2"," inoculated"
"4164","10.1038/srep20469","amf inoculated"
"4165","10.1038/srep20469"," the competition"
"4166","10.1038/srep20469"," amf"
"4167","10.1038/srep20469"," inoculated"
"4168","10.1038/srep20469"," legume-legume"
"4169","10.1038/srep20469"," pb"
"4170","10.1038/srep20469"," pb unpolluted"
"4171","10.1038/srep20469"," non-mycorrhizal"
"4172","10.1038/srep20469"," co-culture"
"4173","10.1038/srep20469"," co-planted"
"4174","10.1093/jxb/erv561","combined inoculation"
"4175","10.1093/jxb/erv561"," psb inoculation alone"
"4176","10.1093/jxb/erv561"," the psb"
"4177","10.1093/jxb/erv561"," initially inoculated"
"4178","10.1093/jxb/erv561"," the mycelium-associated psb am mycelium-associated"
"4179","10.1093/jxb/erv561"," psb"
"4180","10.1093/jxb/erv561"," inoculation treatments"
"4181","10.1093/jxb/erv561"," psb irregularis"
"4182","10.1093/jxb/erv561"," psb am mycelium-associated"
"4183","10.1093/jxb/erv561"," sole"
"4184","10.1093/jxb/erv561"," inoculation"
"4185","10.1093/jxb/erv561"," the combination"
"4186","10.1093/jxb/erv561"," the control"
"4187","10.1093/jxb/erv561"," the added phytate-p"
"4188","10.1093/jxb/erv561"," alone"
"4189","10.1016/j.jplph.2015.11.007","five fungal"
"4190","10.1016/j.jplph.2015.11.007"," amf-bacteria"
"4191","10.1016/j.jplph.2015.11.007"," the inoculation"
"4192","10.1016/j.jplph.2015.11.007"," am fungal"
"4193","10.1016/j.jplph.2015.11.007"," pgpb"
"4194","10.1016/j.jplph.2015.11.007"," single autochthonous"
"4195","10.1016/j.jplph.2015.11.007"," inocula these"
"4196","10.1016/j.jplph.2015.11.007"," native"
"4197","10.1016/j.jplph.2015.11.007"," autochthonous"
"4198","10.1016/j.jplph.2015.11.007"," dually inoculated plants"
"4199","10.1016/j.jplph.2015.11.007"," phosphate solubilization"
"4200","10.1016/j.jplph.2015.11.007"," osmotic stress"
"4201","10.1016/j.jplph.2015.11.007"," stress conditions"
"4202","10.1016/j.jplph.2015.11.007"," drought"
"4203","10.1016/j.jplph.2015.11.007"," autochthonous fungal strains"
"4204","10.3923/pjbs.2016.158.170","amf species"
"4205","10.3923/pjbs.2016.158.170"," biological fertilizer"
"4206","10.3923/pjbs.2016.158.170"," local amf"
"4207","10.3923/pjbs.2016.158.170"," amf"
"4208","10.3923/pjbs.2016.158.170"," amf namely"
"4209","10.3923/pjbs.2016.158.170"," treatment"
"4210","10.3923/pjbs.2016.158.170"," control"
"4211","10.3923/pjbs.2016.158.170"," without amf"
"4212","10.1371/journal.pone.0145793","cu addition inoculation"
"4213","10.1371/journal.pone.0145793"," cu treatments"
"4214","10.1371/journal.pone.0145793"," amf"
"4215","10.1371/journal.pone.0145793"," with without amf"
"4216","10.1371/journal.pone.0145793"," cu addition"
"4217","10.1371/journal.pone.0145793"," without amf"
"4218","10.1371/journal.pone.0145793"," cu"
"4219","10.1371/journal.pone.0145793"," cu treatments addition"
"4220","10.1371/journal.pone.0145793"," with without cu"
"4221","10.1371/journal.pone.0145793"," with without cu addition"
"4222","10.1371/journal.pone.0145726","non-mycorrhizal plants"
"4223","10.1371/journal.pone.0145726"," amf"
"4224","10.1371/journal.pone.0145726"," pb"
"4225","10.1080/15226514.2015.1131232","endomycorrhizal fungi (amf)"
"4226","10.1080/15226514.2015.1131232"," bcf ti"
"4227","10.1080/15226514.2015.1131232"," cd kg(-1"
"4228","10.1080/15226514.2015.1131232"," amf inoculations"
"4229","10.1080/15226514.2015.1131232"," control"
"4230","10.1080/15226514.2015.1131232"," pb kg(-1"
"4231","10.1080/15226514.2015.1131232"," azospirillum"
"4232","10.1080/15226514.2015.1131232"," azospirillum amf inoculations"
"4233","10.1080/15226514.2015.1131232"," pb cd"
"4234","10.1080/15226514.2015.1131232"," bioremediation"
"4235","10.1080/15226514.2015.1131232"," am fungi"
"4236","10.1080/15226514.2015.1131232"," cadmium"
"4237","10.1080/15226514.2015.1131232"," pams microbes"
"4238","10.1007/s11356-015-5914-4","amf inoculation"
"4239","10.1007/s11356-015-5914-4"," the amf inoculated clustered"
"4240","10.1007/s11356-015-5914-4"," combined inoculation"
"4241","10.1007/s11356-015-5914-4"," the amf index"
"4242","10.1007/s11356-015-5914-4"," single inoculation"
"4243","10.1007/s11356-015-5914-4"," inoculated"
"4244","10.1007/s11356-015-5914-4"," when co-inoculated"
"4245","10.1007/s11356-015-5914-4"," b2 inoculation leading"
"4246","10.1007/s11356-015-5914-4"," hm"
"4247","10.1007/s11356-015-5914-4"," amf co-inoculation"
"4248","10.1007/s11356-015-5914-4"," amf"
"4249","10.1007/s11356-015-5914-4"," b2"
"4250","10.1007/s11356-015-5914-4"," the pgpr co-inoculation"
"4251","10.1007/s11356-015-5914-4"," cadmium"
"4252","10.1007/s11356-015-5914-4"," pgpr"
"4253","10.1007/s11356-015-5914-4"," cd zn"
"4254","10.1007/s11356-015-5914-4"," the amf co-inoculation"
"4255","10.1007/s11356-015-5914-4"," b2 strain inoculation"
"4256","10.1007/s11356-015-5914-4"," the amf co-inoculated"
"4257",NA,"both treatments"
"4258",NA," inoculated"
"4259",NA," bioremediation inoculated"
"4260","10.1007/s00572-015-0670-3","aqp"
"4261","10.1007/s00572-015-0670-3"," am"
"4262","10.1007/s00572-015-0670-3"," the am fungus"
"4263","10.1007/s00572-015-0670-3"," am plants"
"4264","10.1007/s00572-015-0670-3"," drought well-watered"
"4265","10.1007/s00572-015-0670-3"," drought"
"4266","10.1007/s00572-015-0670-3"," soil water"
"4267","10.1007/s00572-015-0670-3"," cdnas"
"4268","10.1007/s00572-015-0666-z","am root"
"4269","10.1007/s00572-015-0666-z"," meja"
"4270","10.1007/s00572-015-0666-z"," fertilizer"
"4271","10.1007/s00572-015-0666-z"," amf"
"4272","10.1007/s00572-015-0666-z"," non-am"
"4273","10.1007/s00572-015-0666-z"," am"
"4274","10.1007/s00572-015-0666-z"," efficient am fungus"
"4275","10.1007/s00572-015-0666-z"," non-mycorrhizal"
"4276","10.1007/s00572-015-0666-z"," am fungi"
"4277","10.1007/s00572-015-0666-z"," four"
"4278","10.3389/fpls.2015.00815","amf inoculation"
"4279","10.3389/fpls.2015.00815"," the ammonium"
"4280","10.3389/fpls.2015.00815"," the inoculation control"
"4281","10.3389/fpls.2015.00815"," pt2"
"4282","10.3389/fpls.2015.00815"," pgpr inoculation"
"4283","10.3389/fpls.2015.00815"," same genes"
"4284","10.3389/fpls.2015.00815"," soil inoculation"
"4285","10.3389/fpls.2015.00815"," amf control"
"4286","10.3389/fpls.2015.00815"," n fertilization"
"4287","10.3389/fpls.2015.00815"," pgpr amf"
"4288","10.3389/fpls.2015.00815"," n fertilizer"
"4289","10.3389/fpls.2015.00815"," amf+pgpr"
"4290","10.3389/fpls.2015.00815"," microbe inoculation"
"4291","10.3389/fpls.2015.00815"," inoculation"
"4292","10.3389/fpls.2015.00815"," inoculation control"
"4293","10.3389/fpls.2015.00815"," in combination"
"4294","10.3389/fpls.2015.00815"," pgpr"
"4295","10.3389/fpls.2015.00815"," inoculation amf+pgpr"
"4296","10.3389/fpls.2015.00815"," uninoculated control"
"4297","10.3389/fpls.2015.00815"," inoculation n."
"4298","10.3389/fpls.2015.00815"," the control"
"4299","10.3389/fpls.2015.00815"," alone"
"4300","10.3389/fpls.2015.00815"," unfertilized"
"4301","10.1007/s00572-015-0659-y","different fertilization treatments"
"4302","10.1007/s00572-015-0659-y"," non-native am fungus"
"4303","10.1007/s00572-015-0659-y"," inoculate"
"4304","10.1007/s00572-015-0659-y"," slow release fertilizer"
"4305","10.1007/s00572-015-0659-y"," the inoculation"
"4306","10.1007/s00572-015-0659-y"," am fungal"
"4307","10.1007/s00572-015-0659-y"," plant-fungus combinations"
"4308","10.1007/s00572-015-0659-y"," low fertilization"
"4309","10.1007/s00572-015-0659-y"," pct"
"4310","10.1007/s00572-015-0659-y"," in combination"
"4311","10.1007/s00572-015-0659-y"," low"
"4312","10.1007/s00572-015-0659-y"," the combination"
"4313","10.1007/s00572-015-0659-y"," am fungi"
"4314","10.1007/s00572-015-0659-y"," alone"
"4315","10.1007/s11356-015-5094-2","co-inoculation"
"4316","10.1007/s11356-015-5094-2"," amf co-inoculation"
"4317","10.1007/s11356-015-5094-2"," mycorrhizal fungi"
"4318","10.1007/s11356-015-5094-2"," without mycorrhiza"
"4319","10.1007/s11356-015-5094-2"," single bacterial"
"4320","10.1007/s11356-015-5094-2"," amf n2-fixers"
"4321","10.1007/s11356-015-5094-2"," alone"
"4322",NA,"p"
"4323",NA," am fungi"
"4324",NA," am"
"4325",NA," inoculation"
"4326",NA," ri inoculation"
"4327",NA," mineral nutrient"
"4328",NA," optimal am fungi"
"4329",NA," four am fungi"
"4330",NA," ce"
"4331",NA," ri"
"4332",NA," salinity"
"4333",NA," non-saline"
"4334","10.1111/pce.12600","amf inoculation"
"4335","10.1111/pce.12600"," amf"
"4336","10.1111/pce.12600"," inoculated amf"
"4337","10.1111/pce.12600"," am fungal"
"4338","10.1111/pce.12600"," low inoculum"
"4339","10.1111/pce.12600"," low available p"
"4340","10.1111/pce.12600"," native amf"
"4341","10.1111/pce.12600"," biofertilizers"
"4342","10.1111/pce.12600"," unsterilized"
"4343","10.1111/pce.12600"," sterilized soil"
"4344","10.1111/pce.12600"," inoculation"
"4345","10.1111/pce.12600"," inoculated"
"4346","10.1371/journal.pone.0128841","am fungal"
"4347","10.1371/journal.pone.0128841"," female plants"
"4348","10.1371/journal.pone.0128841"," the am fungus"
"4349","10.1371/journal.pone.0128841"," inoculated inoculated"
"4350","10.1371/journal.pone.0128841"," not inoculated"
"4351","10.1371/journal.pone.0128841"," drought"
"4352","10.1371/journal.pone.0128841"," pot-grown"
"4353","10.1371/journal.pone.0128841"," females"
"4354","10.1371/journal.pone.0128841"," female"
"4355","10.1371/journal.pone.0128841"," well-watered"
"4356","10.1371/journal.pone.0128841"," drought mycorrhizal"
"4357","10.1371/journal.pone.0128841"," am fungi"
"4358","10.1016/j.chemosphere.2015.04.023","asiii"
"4359","10.1016/j.chemosphere.2015.04.023"," psii"
"4360","10.1016/j.chemosphere.2015.04.023"," am"
"4361","10.1016/j.chemosphere.2015.04.023"," as exposure"
"4362","10.1016/j.chemosphere.2015.04.023"," asv."
"4363","10.1016/j.chemosphere.2015.04.023"," as"
"4364","10.1016/j.chemosphere.2015.04.023"," arsenite asiii"
"4365","10.1016/j.chemosphere.2015.04.023"," inoculated irregularis"
"4366","10.1016/j.chemosphere.2015.04.023"," asv asiii exposure"
"4367","10.1016/j.chemosphere.2015.04.023"," arsenic as"
"4368","10.1016/j.chemosphere.2015.04.023"," am-associated -non-associated"
"4369","10.1016/j.chemosphere.2015.04.023"," the metalloid arsenic"
"4370","10.3390/jof1010055","ergosterol length"
"4371","10.3390/jof1010055"," mb"
"4372","10.3390/jof1010055"," the inoculation"
"4373","10.3390/jof1010055"," nitrogen fertilization"
"4374","10.3390/jof1010055"," in-growth mesh"
"4375","10.3390/jof1010055"," a inoculated mixture plorans"
"4376","10.3390/jof1010055"," em"
"4377","10.3390/jof1010055"," inoculated"
"4378","10.1007/s00572-015-0638-3","invasive amf"
"4379","10.1007/s00572-015-0638-3"," four amf"
"4380","10.1007/s00572-015-0638-3"," amf"
"4381","10.1007/s00572-015-0638-3"," water regimes"
"4382","10.1007/s00572-015-0638-3"," water"
"4383","10.1007/s00572-015-0638-3"," water regime"
"4384","10.3389/fmicb.2015.00203","erm"
"4385","10.3389/fmicb.2015.00203"," multiple disruptions"
"4386","10.3389/fmicb.2015.00203"," non-mycorrhizosphere"
"4387","10.3389/fmicb.2015.00203"," ee-grsp"
"4388","10.3389/fmicb.2015.00203"," nylon mesh"
"4389","10.3389/fmicb.2015.00203"," mycorrhizal inoculation"
"4390","10.1080/15226514.2014.989311","inoculated plants"
"4391","10.1080/15226514.2014.989311"," am"
"4392","10.1080/15226514.2014.989311"," control conditions"
"4393","10.1080/15226514.2014.989311"," mycorrhizal fungi"
"4394","10.1080/15226514.2014.989311"," inoculation the"
"4395","10.1080/15226514.2014.989311"," ni"
"4396","10.1080/15226514.2014.989311"," inoculated"
"4397","10.1080/15226514.2014.989311"," non-inoculated"
"4398","10.1007/s11356-014-3837-0","combination"
"4399","10.1007/s11356-014-3837-0"," the inoculation"
"4400","10.1007/s11356-014-3837-0"," am"
"4401","10.1007/s11356-014-3837-0"," treatment alone"
"4402","10.1007/s11356-014-3837-0"," same transport"
"4403","10.1007/s11356-014-3837-0"," as"
"4404","10.1007/s11356-014-3837-0"," am treatment"
"4405","10.1007/s11356-014-3837-0"," each treatment"
"4406","10.1007/s11356-014-3837-0"," p treatment"
"4407","10.1007/s11356-014-3837-0"," in combination"
"4408","10.1007/s11356-014-3837-0"," p treatment alone"
"4409","10.1007/s11356-014-3837-0"," the combination"
"4410","10.1007/s11356-014-3837-0"," the treatments"
"4411","10.1007/s11356-014-3837-0"," arsenic as"
"4412","10.1007/s11356-014-3837-0"," extensive arsenic as"
"4413","10.1007/s11356-014-3837-0"," alone"
"4414","10.1016/j.scitotenv.2015.01.085","combining"
"4415","10.1016/j.scitotenv.2015.01.085"," combined"
"4416","10.1016/j.scitotenv.2015.01.085"," owc"
"4417","10.1016/j.scitotenv.2015.01.085"," am fungus"
"4418","10.1016/j.scitotenv.2015.01.085"," am inoculation"
"4419","10.1016/j.scitotenv.2015.01.085"," the amendment"
"4420","10.1016/j.scitotenv.2015.01.085"," each treatment"
"4421","10.1016/j.scitotenv.2015.01.085"," the combination"
"4422","10.1016/j.scitotenv.2015.01.085"," combined treatment"
"4423","10.1016/j.scitotenv.2015.01.085"," organic amendment"
"4424","10.1016/j.scitotenv.2015.01.085"," mycorrhizal inoculation"
"4425","10.1038/srep08122","amf"
"4426","10.1038/srep08122"," wheat inoculated"
"4427","10.1038/srep08122"," uninoculated"
"4428","10.1038/srep08122"," inoculation"
"4429","10.1038/srep08122"," mycorrhizal inoculation"
"4430","10.1016/j.ecoenv.2014.12.033","amf inoculated"
"4431","10.1016/j.ecoenv.2014.12.033"," recalcitrant pb"
"4432","10.1016/j.ecoenv.2014.12.033"," pb addition"
"4433","10.1016/j.ecoenv.2014.12.033"," pb"
"4434","10.1016/j.ecoenv.2014.12.033"," females infected"
"4435","10.1016/j.ecoenv.2014.12.033"," more combined phytoremediation"
"4436","10.1016/j.ecoenv.2014.12.033"," amf exotic"
"4437","10.1016/j.ecoenv.2014.12.033"," females"
"4438","10.1016/j.ecoenv.2014.12.033"," infected"
"4439","10.1016/j.ecoenv.2014.12.033"," the exogenous addition"
"4440","10.1016/j.ecoenv.2014.12.033"," the females infected"
"4441","10.1016/j.ecoenv.2014.12.033"," when inoculated"
"4442","10.1016/j.ecoenv.2014.12.033"," hm"
"4443","10.3389/fmicb.2014.00682","rwc"
"4444","10.3389/fmicb.2014.00682"," non-am"
"4445","10.3389/fmicb.2014.00682"," am fungus"
"4446","10.3389/fmicb.2014.00682"," am"
"4447","10.3389/fmicb.2014.00682"," cam"
"4448","10.3389/fmicb.2014.00682"," am inoculation"
"4449","10.3389/fmicb.2014.00682"," ww ds"
"4450","10.3389/fmicb.2014.00682"," am plants"
"4451","10.3389/fmicb.2014.00682"," leaf rwc"
"4452","10.3389/fmicb.2014.00682"," drought"
"4453","10.3389/fmicb.2014.00682"," am-inoculation"
"4454","10.3389/fmicb.2014.00682"," soil water"
"4455","10.3389/fmicb.2014.00682"," well-watered ww stress"
"4456","10.3389/fmicb.2014.00682"," cam mediated sods"
"4457","10.3389/fmicb.2014.00682"," ds"
"4458","10.1080/15226514.2014.950408","amf in2 only"
"4459","10.1080/15226514.2014.950408"," hm"
"4460","10.1080/15226514.2014.950408"," cil"
"4461","10.1080/15226514.2014.950408"," amf in1"
"4462","10.1080/15226514.2014.950408"," culture"
"4463","10.1080/15226514.2014.950408"," i amf"
"4464","10.1080/15226514.2014.950408"," then inoculated"
"4465","10.1080/15226514.2014.950408"," amf in2"
"4466","10.1080/15226514.2014.950408"," zn2 cd"
"4467","10.1016/j.jplph.2014.08.019","autochthonous"
"4468","10.1016/j.jplph.2014.08.019"," apx"
"4469","10.1016/j.jplph.2014.08.019"," specific combinations"
"4470","10.1016/j.jplph.2014.08.019"," autochthonous allochthonous"
"4471","10.1016/j.jplph.2014.08.019"," ri am fungi"
"4472","10.1016/j.jplph.2014.08.019"," bm inoculants"
"4473","10.1016/j.jplph.2014.08.019"," high osmotic stress"
"4474","10.1016/j.jplph.2014.08.019"," arbuscular-mycorrhizal am"
"4475","10.1016/j.jplph.2014.08.019"," am fungi"
"4476","10.1016/j.jplph.2014.08.019"," modulated water stress"
"4477","10.1016/j.jplph.2014.08.019"," stress damage"
"4478","10.1016/j.jplph.2014.08.019"," fungi ri am fungi"
"4479","10.1016/j.jplph.2014.08.019"," autochthonous bacteria"
"4480","10.1016/j.jplph.2014.08.019"," water limitation"
"4481","10.1016/j.jplph.2014.08.019"," non-inoculation"
"4482","10.1016/j.jplph.2014.08.019"," a consortium"
"4483","10.1016/j.jplph.2014.08.019"," non-inoculated"
"4484","10.1016/j.jplph.2014.08.019"," water stress"
"4485","10.1016/j.jplph.2014.08.019"," psp inoculants"
"4486","10.1016/j.jplph.2014.08.019"," single inoculated"
"4487","10.1016/j.jplph.2014.08.019"," drought"
"4488","10.1016/j.jplph.2014.08.019"," ri"
"4489","10.1016/j.jplph.2014.08.019"," bt psp"
"4490","10.1016/j.jplph.2014.08.019"," mycorrhizal inoculation"
"4491","10.1016/j.ecoenv.2014.09.019","integrated treatment"
"4492","10.1016/j.ecoenv.2014.09.019"," co-inoculation"
"4493","10.1016/j.ecoenv.2014.09.019"," om"
"4494","10.1016/j.ecoenv.2014.09.019"," cd zn"
"4495","10.1016/j.ecoenv.2014.09.019"," cd zn 5.55"
"4496","10.1016/j.ecoenv.2014.09.019"," the treatment"
"4497","10.1016/j.ecoenv.2014.09.019"," cadmium zinc"
"4498","10.1016/j.ecoenv.2014.09.019"," cadmium zinc-contaminated"
"4499","10.1016/j.ecoenv.2014.09.019"," g om s(0 kg(-1 kg(-1"
"4500","10.1016/j.ecoenv.2014.09.019"," microbial co-inoculation"
"4501","10.1016/j.ecoenv.2014.09.019"," cadmium"
"4502","10.1007/s00572-014-0613-4","inoculation"
"4503","10.1007/s00572-014-0613-4"," spore dormancy"
"4504","10.1007/s00572-014-0613-4"," amf"
"4505","10.1007/s00572-014-0613-4"," colonized"
"4506",NA,"am fungi"
"4507",NA," am fungi-inoculated"
"4508",NA," metal am hosts combination"
"4509",NA," gm gi"
"4510",NA," gm plants"
"4511",NA," pd"
"4512",NA," the combination"
"4513",NA," cu"
"4514",NA," zenia insignis chun plant"
"4515",NA," fungi-inoculated plants"
"4516",NA," non-inoculated"
"4517",NA,"enps"
"4518",NA," the controls"
"4519",NA," without"
"4520",NA," nano-zno levels"
"4521",NA," cu"
"4522",NA," inoculation"
"4523",NA," nano-zno"
"4524","10.1007/s10646-014-1368-6","cu treatments all"
"4525","10.1007/s10646-014-1368-6"," three cu levels"
