"","study_id","INOCTYPE"
"2573","10.1139/w03-073"," the genus brevibacillus"
"2574","10.1007/s00572-003-0281-2","glomus mosseae"
"2575","10.1007/s00572-003-0281-2"," arbuscular mycorrhizal (am)"
"2576","10.1007/s00572-003-0224-y","arbuscular mycorrhizas"
"2577","10.1007/s00572-003-0274-1","arbuscular mycorrhizal fungus glomus macrocarpum"
"2578","10.1007/s00572-003-0265-2","the am fungi glomus mosseae etunicatum"
"2579","10.1007/s00572-003-0265-2"," arbuscular mycorrhizal (am)"
"2580","10.1007/s00572-003-0265-2"," glomus mosseae"
"2581","10.1007/s00572-003-0265-2"," g. etunicatum"
"2582","10.1007/s00572-003-0265-2"," mosseae g."
"2583","10.1007/s00572-003-0265-2"," etunicatum"
"2584","10.1007/s00572-003-0265-2"," mosseae g. etunicatum"
"2585","10.1007/s00572-003-0265-2"," fungi inoculation"
"2586","10.1007/s00572-002-0213-6","glomus intraradices beg"
"2587","10.1007/s00572-002-0213-6"," arbuscular mycorrhiza (am)"
"2588","10.1007/s00572-002-0213-6"," glomus intraradices"
"2589","10.1007/s00572-002-0213-6"," native fungi"
"2590","10.1016/s0269-7491(03)00195-7","brevibacillus"
"2591","10.1016/s0269-7491(03)00195-7"," indigenous naturally occurring microorganisms"
"2592","10.1016/s0269-7491(03)00195-7"," the bacterium"
"2593","10.1016/s0269-7491(03)00195-7"," arbuscular mycorrhizal (am)"
"2594","10.1046/j.1469-8137.2003.00688.x","arbuscular mycorrhizal fungi (amf)"
"2595","10.1007/s00267-002-2879-0",NA
"2596","10.1093/treephys/23.3.157","laccaria bicolor maire"
"2597","10.1093/treephys/23.3.157"," l. bicolor"
"2598","10.1093/treephys/23.3.157"," longicaudum"
"2599","10.1093/treephys/23.3.157"," laccaria bicolor"
"2600","10.1093/treephys/23.3.157"," longicaudum pers"
"2601","10.1093/treephys/23.3.157"," hebeloma"
"2602","10.1093/treephys/23.3.157"," ectomycorrhizal mycelia"
"2603","10.1016/s0045-6535(02)00323-5","phanerochaete chrysosporium"
"2604","10.1016/s0045-6535(02)00323-5"," bovinus s."
"2605","10.1016/s0045-6535(02)00323-5"," paxillus bovinus"
"2606","10.1016/s0045-6535(02)00323-5"," annosum h."
"2607","10.1016/s0045-6535(02)00323-5"," ectomycorrhizal ("
"2608","10.1016/s0045-6535(02)00323-5"," heterobasidion annosum"
"2609","10.1016/s0045-6535(02)00323-5"," phanerochaete chrysosporium ecm"
"2610","10.1016/s0045-6535(02)00323-5"," suillus bovinus"
"2611","10.1016/s0045-6535(02)00323-5"," paxillus bovinus s."
"2612","10.1016/s0045-6535(02)00323-5"," paxillus"
"2613","10.1007/s00442-002-1022-5","gigaspora margarita"
"2614","10.1007/s00442-002-1022-5"," the mycorrhizal fungus gigaspora margarita"
"2615","10.1007/s00572-001-0147-4","rhodotorula"
"2616","10.1007/s00572-001-0147-4"," glomus geosporum"
"2617","10.1007/s00572-001-0147-4"," geosporum"
"2618","10.1007/s00572-001-0147-4"," geosporum g."
"2619","10.1007/s00572-001-0147-4"," arbuscular mycorrhizal fungus (amf)"
"2620","10.1007/s00572-001-0147-4"," rhodotorula glutinis"
"2621","10.1007/s00572-001-0147-4"," yeast rhodotorula glutinis"
"2622","10.1007/s00572-001-0147-4"," glutinis r."
"2623","10.1093/jexbot/53.371.1207","glomus intraradices"
"2624","10.1093/jexbot/53.371.1207"," arbuscular mycorrhizal fungi (amf)"
"2625","10.1093/jexbot/53.371.1207"," pco(2 intraradices g."
"2626","10.1093/jexbot/53.371.1177","intraradices"
"2627","10.1093/jexbot/53.371.1177"," arbuscular mycorrhiza"
"2628","10.1093/jexbot/53.371.1177"," arbuscular mycorrhizal fungus glomus intraradices"
"2629","10.1007/s00572-001-0140-y","bifoliolata brachystegia cynometroides"
"2630","10.1007/s00572-001-0140-y"," paraberlinia"
"2631","10.3732/ajb.89.2.337","arbuscular mycorrhizal fungus [amf]"
"2632","10.3732/ajb.89.2.337"," glomus aggregatum"
"2633","10.1046/j.0028-646X.2001.00265.x","rhizoctonia"
"2634","10.1046/j.0028-646X.2001.00265.x"," extramatrical mycelium"
"2635","10.1046/j.0028-646X.2001.00265.x"," suillus bovinus"
"2636","10.1046/j.0028-646X.2001.00265.x"," ectomycorrhizal fungal (ecmf)"
"2637","10.1046/j.0028-646X.2001.00265.x"," paxillus"
"2638","10.1078/0944-5013-00095","n2 rhizobacteria bacillus polymyxa"
"2639","10.1078/0944-5013-00095"," polymyxa brasilense a."
"2640","10.1078/0944-5013-00095"," solubilizing glomus aggregatum"
"2641","10.1078/0944-5013-00095"," brasilense a."
"2642","10.1078/0944-5013-00095"," glomus aggregatum"
"2643","10.1078/0944-5013-00095"," aggregatum polymyxa b."
"2644","10.1078/0944-5013-00095"," aggregatum polymyxa g."
"2645","10.1078/0944-5013-00095"," azospirillum brasilense"
"2646","10.1078/0944-5013-00095"," aggregatum polymyxa brasilense b."
"2647","10.1078/0944-5013-00095"," arbuscular mycorrhizal fungi (amf)"
"2648","10.1078/0944-5013-00095"," bacillus polymyxa"
"2649","10.1078/0944-5013-00095"," aggregatum g."
"2650","10.1078/0944-5013-00095"," polymyxa brasilense b."
"2651","10.1078/0944-5013-00095"," aggregatum polymyxa b. treatment"
"2652","10.1007/s005720100122","g. versiforme"
"2653","10.1007/s005720100122"," intraradices g."
"2654","10.1007/s005720100122"," improved autumn spice"
"2655","10.1007/s005720100122"," glomus intraradices"
"2656","10.1007/s005720100122"," intraradices g. versiforme nothing"
"2657","10.1007/s005720100122"," autumn spice"
"2658","10.1007/s005720100122"," indigenous arbuscular mycorrhizae"
"2659","10.1007/s005720100122"," glomus intraradices versiforme"
"2660","10.1093/jexbot/51.347.1117","mycorrhizal the endophyte hymenoscyphus ericae"
"2661","10.1093/jexbot/51.347.1117"," hymenoscyphus ericae"
"2662","10.1046/j.1469-8137.1999.00471.x","suillus luteus"
"2663","10.1046/j.1469-8137.1999.00471.x"," ectomycorrhizal fungi"
"2664","10.1046/j.1469-8137.1999.00471.x"," bovinus thelephora terrestris"
"2665","10.1046/j.1469-8137.1999.00471.x"," thelephora terrestris"
"2666","10.1046/j.1469-8137.1999.00471.x"," suillus bovinus"
"2667","10.1046/j.1469-8137.1999.00471.x"," suillus luteus bovinus terrestris"
"2668","10.1046/j.1469-8137.1999.00471.x"," suillus luteus bovinus"
"2669","10.1046/j.1469-8137.1999.00471.x"," paxillus"
"2670","10.1007/s004420050685","arbuscular mycorrhizal fungi (amf)"
"2671",NA,NA
"2672","10.1007/s005720050190","fungal inoculation"
"2673","10.1007/s005720050190"," phialocephala"
"2674","10.1046/j.1469-8137.1997.00786.x","rhizobium"
"2675","10.1046/j.1469-8137.1997.00786.x"," glomus intraradices"
"2676","10.1046/j.1469-8137.1997.00786.x"," glomus coronatum native exotic"
"2677","10.1046/j.1469-8137.1997.00786.x"," the intraradices exotic g."
"2678","10.1046/j.1469-8137.1997.00786.x"," microbial inoculants"
"2679","10.1046/j.1469-8137.1997.00786.x"," glomus coronatum"
"2680","10.1046/j.1469-8137.1997.00786.x"," rhizobium bacteria"
"2681","10.1046/j.1469-8137.1997.00786.x"," arbuscular mycorrhizal (am)"
"2682","10.1046/j.1469-8137.1997.00786.x"," coronatum native g."
"2683",NA,"liatris"
"2684",NA,"rhizobia mycorrhizal"
"2685",NA," arbuscular mycorrhizal (am)"
"2686","10.1016/0269-7491(95)00081-x","leguminosarum leguminosarum intraradices r."
"2687","10.1016/0269-7491(95)00081-x"," glomus etunicatum"
"2688","10.1016/0269-7491(95)00081-x"," leguminosarum glomus etunicatum"
"2689","10.1016/0269-7491(95)00081-x"," rhizobia"
"2690","10.1016/0269-7491(95)00081-x"," leguminosarum intraradices g."
"2691","10.1016/0269-7491(95)00081-x"," glomus intraradices"
"2692","10.1016/0269-7491(95)00081-x"," rhizobia treatments"
"2693","10.1016/0269-7491(95)00081-x"," rhizobium leguminosarum leguminosarum leguminosarum intraradices etunicatum symbionts"
"2694","10.1016/0269-7491(95)00081-x"," leguminosarum etunicatum r."
"2695","10.1016/0269-7491(95)00081-x"," leguminosarum leguminosarum etunicatum r."
"2696","10.1016/0269-7491(95)00081-x"," rhizobia fungi"
"2697","10.1016/0269-7491(95)00081-x"," leguminosarum etunicatum g."
"2698","10.1016/0269-7491(95)00081-x"," leguminosarum r. entunicatum"
"2699","10.1016/0269-7491(95)00081-x"," etunicatum g. alone"
"2700","10.1016/0269-7491(95)00081-x"," leguminosarum g. entunicatum"
"2701","10.1016/0269-7491(95)00081-x"," rhizobium leguminosarum"
"2702","10.1016/0269-7491(95)00081-x"," leguminosarum glomus intraradices"
"2703","10.1016/0269-7491(95)00081-x"," etunicatum g."
"2704","10.1016/0269-7491(95)93444-5",NA
"2705","10.1016/0269-7491(94)90188-0",NA
"2706","10.1104/pp.101.3.1063","glomus intraradices"
"2707","10.1104/pp.101.3.1063"," intraradices"
"2708","10.1104/pp.101.3.1063"," fungus"
"2709","10.1007/BF00317489",NA
"2710","10.1007/BF01225356","withgigaspora margarita"
"2711","10.1007/BF01225356"," arbuscular mycorrhizal (vam)"
"2712","10.1007/BF01225356"," inoculation withgigaspora margarita icrisat"
"2713","10.1007/BF01225356"," byglomus fasciculatum"
"2714","10.1111/j.1469-8137.1990.tb00376.x","laccaria laccata"
"2715","10.1111/j.1469-8137.1990.tb00376.x"," laccaria laccata scop"
"2716","10.1111/j.1469-8137.1990.tb00376.x"," couch"
"2717",NA,"g. microcarpum mosseae"
"2718",NA," glomus fasciculatum"
"2719",NA," heterodera glycines"
